"","NMFS_DNA_ID","BOX_ID","BOX_POSITION","SAMPLE_ID","Pop","LENGTH","gender","COLLECTION_DATE","ESTIMATED_DATE","PICKER","PICK_DATE","TRIB_1","TRIB_2","WATER_NAME","REACH_SITE","HATCHERY","LOCATION_COMMENTS_F","Sample_ID","R04944","R04944.1","Omy_AldA","Omy_AldA.1","SexID","SexID.1","SH95489.423","SH95489.423.1","SH100771.63","SH100771.63.1","SH102510.682","SH102510.682.1","SH105115.367","SH105115.367.1","SH108735.311","SH108735.311.1","SH110201.359","SH110201.359.1","SH113128.73","SH113128.73.1","SH117286.374","SH117286.374.1","SH119892.365","SH119892.365.1","SH127645.308","SH127645.308.1","OMGH1PROM1.SNP1","OMGH1PROM1.SNP1.1","Omy_arp.630","Omy_arp.630.1","SH96222.125","SH96222.125.1","SH100974.386","SH100974.386.1","SH102867.443","SH102867.443.1","SH105385.406","SH105385.406.1","SH109243.222","SH109243.222.1","SH110362.585","SH110362.585.1","SH114315.438","SH114315.438.1","SH117370.400","SH117370.400.1","SH120255.332","SH120255.332.1","SH128851.273","SH128851.273.1","Omy_aspAT.123","Omy_aspAT.123.1","Omy_g12.82","Omy_g12.82.1","SH97077.73","SH97077.73.1","SH101554.306","SH101554.306.1","SH103350.395","SH103350.395.1","SH105386.347","SH105386.347.1","SH109525.403","SH109525.403.1","SH110689.148","SH110689.148.1","SH114448.87","SH114448.87.1","SH117540.259","SH117540.259.1","SH120950.569","SH120950.569.1","SH128996.481","SH128996.481.1","Omy_COX1.221","Omy_COX1.221.1","Omy_gh.475","Omy_gh.475.1","SH97954.618","SH97954.618.1","SH101770.410","SH101770.410.1","SH103577.379","SH103577.379.1","SH105714.265","SH105714.265.1","SH109651.445","SH109651.445.1","SH111666.301","SH111666.301.1","SH114587.480","SH114587.480.1","SH117815.81","SH117815.81.1","SH121006.131","SH121006.131.1","SH129870.756","SH129870.756.1","Omy_nramp.146","Omy_nramp.146.1","Omy_gsdf.291","Omy_gsdf.291.1","SH98188.405","SH98188.405.1","SH101832.195","SH101832.195.1","SH103705.558","SH103705.558.1","SH106172.332","SH106172.332.1","SH109693.461","SH109693.461.1","SH112208.328","SH112208.328.1","SH114976.223","SH114976.223.1","SH118175.396","SH118175.396.1","SH123044.128","SH123044.128.1","SH130524.160","SH130524.160.1","Omy_Ogo4.304","Omy_Ogo4.304.1","Omy_mapK3.103","Omy_mapK3.103.1","SH98409.549","SH98409.549.1","SH101993.189","SH101993.189.1","SH104519.624","SH104519.624.1","SH106313.445","SH106313.445.1","SH109874.148","SH109874.148.1","SH112301.202","SH112301.202.1","SH115987.812","SH115987.812.1","SH118654.91","SH118654.91.1","SH125998.61","SH125998.61.1","SH130720.100","SH130720.100.1","OMY_PEPA.INT6","OMY_PEPA.INT6.1","Omy_mcsf.371","Omy_mcsf.371.1","SH98683.165","SH98683.165.1","SH102420.634","SH102420.634.1","SH105075.162","SH105075.162.1","SH107074.217","SH107074.217.1","SH110064.419","SH110064.419.1","SH112820.82","SH112820.82.1","SH116733.349","SH116733.349.1","SH118938.341","SH118938.341.1","SH127236.583","SH127236.583.1","SH131460.646","SH131460.646.1","ONMYCRBF_1.SNP1","ONMYCRBF_1.SNP1.1","SH95318.147","SH95318.147.1","SH99300.202","SH99300.202.1","SH102505.102","SH102505.102.1","SH105105.448","SH105105.448.1","SH107285.69","SH107285.69.1","SH110078.294","SH110078.294.1","SH113109.205","SH113109.205.1","SH117259.96","SH117259.96.1","SH119108.357","SH119108.357.1","SH127510.920","SH127510.920.1","SH131965.120","SH131965.120.1"
"474","M074450","M752","1E","PT073114NFI018","NFI",216,12,"7/31/14",NA,"EC","10/1/14","American River","","North Fork American River","Indian Bar",NA,"Below Natural Historical Barrier","M074450_M752_1E",4,4,3,3,6,6,3,1,4,4,2,2,2,3,1,1,2,2,3,3,1,1,2,2,4,4,1,4,3,3,3,3,3,3,1,1,3,3,4,4,4,2,2,1,4,4,4,4,4,1,3,3,2,4,4,4,1,1,3,3,3,3,2,4,3,4,1,1,2,2,2,2,2,2,4,1,2,2,1,3,3,1,1,1,1,3,3,3,4,4,2,2,1,3,2,2,3,3,1,3,3,1,3,3,3,4,3,3,2,1,4,1,3,3,1,1,4,4,1,1,3,3,3,1,1,1,4,4,1,1,3,3,2,1,4,4,1,1,3,3,2,2,2,2,3,3,1,1,2,2,3,3,1,1,2,2,2,2,2,1,4,4,3,3,1,1,2,3,1,3,1,1,3,3,4,4,4,4,3,3,2,2,2,4,2,2,3,3,3,3,1,3,1,1
"475","M074451","M752","1F","AB073114RR001","RR",127,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074451_M752_1F",4,4,3,3,7,6,3,3,4,4,1,1,2,2,1,3,1,1,3,3,1,1,2,2,4,4,1,1,1,1,3,3,3,1,2,1,3,3,3,4,4,2,1,1,4,4,4,4,1,1,1,1,4,4,4,1,3,1,3,4,3,3,4,4,4,4,1,1,2,1,1,1,2,1,4,4,4,2,1,1,3,3,1,1,1,1,3,3,1,1,1,1,3,3,2,2,3,3,1,3,3,3,3,3,3,3,3,3,2,2,4,1,3,1,2,1,4,4,1,1,2,3,3,1,4,4,4,4,1,1,3,3,1,1,2,4,1,1,1,3,4,4,2,1,1,3,1,1,4,2,3,4,2,2,2,2,2,2,1,1,4,4,3,3,1,1,2,3,1,3,1,1,3,3,4,4,4,4,3,3,2,3,2,4,2,2,3,3,3,3,1,1,1,3
"476","M074452","M752","1G","AB073114RR002","RR",114,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074452_M752_1G",4,4,3,3,7,6,3,3,4,4,1,1,3,3,1,3,1,1,3,3,1,1,2,2,4,4,1,1,1,3,1,1,3,3,2,2,3,1,4,4,4,2,2,1,2,4,4,4,1,1,1,1,2,2,4,4,1,1,3,3,3,3,2,2,3,3,1,1,2,2,2,1,2,2,4,4,2,2,1,1,3,1,4,1,1,1,3,3,4,1,2,2,1,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,2,2,4,4,3,1,1,1,1,1,1,3,2,3,1,1,1,1,4,4,1,1,3,3,2,1,4,4,1,1,1,3,2,4,2,1,3,3,3,1,4,2,4,4,2,1,2,2,2,2,1,1,4,4,3,3,1,4,2,3,1,3,1,3,3,3,4,4,2,4,3,3,3,3,4,4,2,2,3,3,3,1,1,3,1,3
"477","M074453","M752","1H","AB073114RR003","RR",102,12,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074453_M752_1H",4,4,3,4,6,6,3,1,4,1,2,1,2,2,3,3,2,1,3,3,1,1,2,2,4,4,4,4,3,3,3,1,3,1,2,1,3,3,4,4,4,2,1,1,2,2,4,4,1,1,1,1,4,4,1,1,1,1,3,4,3,3,4,4,3,3,1,1,2,2,2,1,2,2,4,1,0,0,1,1,3,1,4,1,1,3,3,3,4,1,1,1,3,3,2,2,3,3,3,3,3,3,3,1,3,4,3,1,2,2,4,4,3,1,2,2,4,1,1,3,2,2,3,1,4,4,2,4,1,1,3,3,2,1,2,4,1,1,3,3,4,4,2,1,3,3,1,1,2,2,3,4,2,1,2,2,2,4,1,1,4,4,3,3,1,1,2,2,3,3,1,1,3,3,4,4,4,4,3,3,2,3,4,4,2,2,3,3,3,3,1,3,3,3
"478","M074454","M752","2A","AB073114RR004","RR",89,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074454_M752_2A",4,4,3,3,7,6,1,1,4,1,2,2,2,3,1,3,1,1,3,3,1,1,2,2,4,4,1,1,3,3,1,1,3,1,2,2,1,1,3,3,4,2,1,1,2,2,4,4,1,1,3,1,2,4,1,1,3,1,3,4,3,3,4,4,3,4,1,1,1,1,2,1,2,2,4,4,4,2,1,1,3,3,1,1,3,3,3,3,4,1,1,1,1,3,2,2,1,3,1,3,3,1,3,1,3,4,3,1,2,1,4,4,3,1,2,1,1,1,1,1,3,3,1,1,4,4,4,4,1,1,3,3,2,1,4,4,1,1,1,1,4,4,2,2,3,3,1,1,4,2,3,4,2,2,2,2,2,4,1,1,4,4,1,3,1,1,2,3,3,3,1,1,3,3,4,4,4,4,3,3,2,3,4,4,2,2,3,3,3,1,1,3,3,3
"479","M074455","M752","2B","AB073114RR005","RR",102,12,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074455_M752_2B",4,4,3,3,6,6,3,1,4,1,1,1,2,2,1,3,1,1,2,3,1,1,2,2,4,4,1,1,1,3,1,1,3,1,2,1,3,1,4,4,2,2,2,1,2,4,4,4,1,1,1,1,2,4,1,1,1,1,3,4,3,4,4,4,3,4,1,1,2,2,2,1,2,2,4,1,2,2,1,1,3,3,4,1,1,3,3,3,4,1,1,1,3,3,2,2,1,3,3,3,3,3,3,3,3,4,1,1,2,2,4,1,3,1,2,2,4,4,1,3,3,3,3,1,4,4,4,4,1,1,3,1,2,1,4,4,1,1,1,3,4,4,2,1,1,3,1,1,2,2,3,3,1,1,2,2,2,2,1,1,4,4,3,3,1,1,2,2,3,3,1,3,3,3,4,4,2,4,3,3,2,3,4,4,2,2,3,3,3,1,1,3,3,3
"480","M074456","M752","2C","AB073114RR006","RR",127,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074456_M752_2C",4,4,3,3,7,6,3,1,4,4,2,1,3,3,1,1,1,1,2,3,1,1,2,1,4,4,1,1,3,3,1,1,3,1,2,1,3,1,3,3,4,2,2,1,2,2,4,4,1,1,1,1,2,4,4,1,1,1,3,3,3,3,4,4,3,3,1,1,2,1,2,1,2,2,4,4,2,2,1,1,3,3,1,1,1,3,3,3,4,4,1,1,1,3,2,2,3,3,3,3,3,1,3,3,3,4,1,1,2,1,4,1,3,3,1,1,4,1,1,3,2,2,1,1,4,1,4,4,1,1,1,1,1,1,4,4,1,1,3,3,2,4,2,2,1,1,3,1,4,2,3,4,2,1,2,2,2,2,1,1,4,4,1,3,1,1,2,3,1,3,1,1,1,1,4,1,4,4,3,3,2,2,4,4,2,2,3,3,3,1,1,3,3,3
"481","M074457","M752","2D","AB073114RR007","RR",76,12,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074457_M752_2D",2,2,3,3,6,6,1,1,1,1,0,0,2,2,0,0,0,0,3,3,1,1,0,0,4,4,4,4,0,0,1,1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,3,3,0,0,3,3,4,4,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,4,4,3,3,3,3,1,1,0,0,0,0,2,2,0,0,3,3,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,3,3,2,2,2,2,1,1,0,0,4,4,3,3,2,2,2,2,0,0,2,2,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,3,3,3,3,0,0,1,1
"482","M074458","M752","2E","AB073114RR008","RR",152,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074458_M752_2E",4,4,3,3,7,6,3,1,4,1,2,1,2,2,1,3,2,1,3,3,1,1,2,2,4,4,1,1,1,3,1,1,3,1,2,1,3,3,3,4,2,2,1,1,2,2,4,4,1,1,1,1,2,4,4,1,3,1,3,3,3,3,2,4,3,4,1,1,1,1,2,1,2,2,4,1,2,2,1,1,3,3,1,1,1,3,3,3,4,1,2,1,3,3,2,2,3,3,3,3,3,3,3,3,4,4,3,1,2,2,4,1,1,1,1,1,1,1,1,1,2,3,1,1,4,4,2,4,1,1,3,1,1,1,4,4,2,1,3,3,2,4,2,2,1,3,1,1,2,2,3,4,2,1,2,2,2,2,1,1,4,4,1,1,1,1,2,3,3,3,1,1,3,3,4,4,4,4,3,3,2,3,4,4,2,2,3,3,3,1,1,3,3,3
"483","M074459","M752","2F","AB073114RR009","RR",114,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074459_M752_2F",4,4,3,3,7,6,3,1,1,1,2,1,2,2,1,3,2,1,2,2,1,1,2,2,4,4,1,1,1,3,1,1,1,1,2,1,3,3,3,4,4,4,1,1,2,4,4,4,4,1,3,1,2,4,4,4,3,1,4,4,3,3,4,4,3,3,1,1,2,1,2,1,2,2,1,1,2,2,1,3,3,3,1,1,1,1,3,3,1,1,1,1,3,3,2,2,3,3,3,3,3,1,3,3,3,4,3,3,2,2,4,1,3,3,1,1,1,1,1,3,2,2,3,1,4,4,4,4,1,1,1,1,1,1,4,4,1,1,3,3,2,4,2,2,1,3,1,1,4,4,3,4,1,1,2,2,2,2,1,1,4,4,1,3,1,1,2,3,1,3,1,1,1,3,4,4,2,4,3,3,2,3,4,4,2,2,3,3,3,3,3,3,3,3
"484","M074460","M752","2G","AB073114RR010","RR",127,12,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074460_M752_2G",4,4,3,3,6,6,3,1,4,1,2,1,2,3,3,3,2,2,3,3,1,1,2,2,4,4,1,4,3,3,1,1,3,3,2,1,3,1,3,3,2,2,1,1,2,4,4,4,1,1,0,0,2,4,1,1,3,1,4,4,3,3,4,4,3,4,1,1,2,1,2,2,2,2,4,4,2,2,1,1,3,1,1,1,3,3,3,3,4,1,2,1,1,3,2,2,3,3,3,3,3,3,3,1,4,4,3,1,2,2,4,4,1,1,2,1,1,1,1,3,2,2,3,1,1,1,4,4,1,4,3,1,2,1,4,4,2,1,1,3,2,4,2,2,1,3,1,1,4,2,3,4,2,1,2,2,2,2,1,1,4,4,1,3,1,4,2,3,1,1,1,3,3,3,4,4,2,2,3,3,2,2,4,4,2,2,3,3,3,1,1,1,3,3
"485","M074461","M752","2H","AB073114RR011","RR",114,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074461_M752_2H",4,4,3,3,7,6,3,1,4,4,1,1,2,2,1,3,2,2,2,2,1,1,2,1,4,4,1,4,1,1,1,1,3,3,2,1,3,1,3,3,4,2,1,1,4,4,4,4,1,1,0,0,4,4,1,1,1,1,4,4,3,3,2,4,3,4,1,1,2,1,2,1,2,2,4,4,4,2,1,3,3,3,1,1,1,3,3,3,4,4,1,1,3,3,2,2,1,3,3,3,1,1,3,1,4,4,3,1,2,1,4,4,3,1,1,1,4,1,1,3,3,3,1,1,4,4,2,4,1,1,3,1,2,1,4,4,1,1,3,3,4,4,2,2,1,3,3,3,2,2,3,4,2,1,2,2,2,2,1,1,4,2,1,3,1,1,2,3,3,3,1,3,3,3,4,4,4,4,3,3,2,2,4,4,2,2,3,3,3,3,1,1,3,3
"486","M074462","M752","3A","AB073114RR012","RR",63,12,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074462_M752_3A",4,4,3,3,6,6,3,3,4,1,2,1,2,2,1,3,2,1,3,3,1,1,2,1,4,4,1,1,1,3,3,1,3,3,2,1,3,1,3,3,4,2,1,1,4,4,4,4,1,1,1,1,2,4,4,4,1,1,3,4,3,3,4,4,3,4,1,1,1,1,2,1,2,1,4,4,2,2,1,1,3,1,1,1,1,1,3,3,1,1,1,1,3,3,2,2,1,3,1,3,3,3,3,3,3,3,3,1,2,2,4,4,1,1,1,1,4,1,1,3,2,3,3,3,4,1,2,4,1,1,1,1,1,1,4,4,1,1,3,3,2,4,2,2,1,3,1,1,4,2,3,3,2,1,2,2,2,2,1,1,4,4,1,3,1,1,2,3,1,3,1,1,3,3,4,4,4,4,3,3,2,2,4,4,2,2,3,1,3,1,1,3,3,3
"487","M074463","M752","3B","AB073114RR013","RR",114,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074463_M752_3B",4,4,3,3,7,6,3,3,4,4,2,1,2,3,1,3,2,1,3,3,1,1,2,2,4,4,1,4,1,3,1,1,3,1,2,1,3,1,4,4,4,2,1,1,2,2,4,4,1,1,1,1,2,2,4,1,1,1,3,4,3,3,4,4,3,3,1,1,2,2,2,1,2,2,4,4,2,2,1,3,3,3,4,1,1,1,3,3,4,1,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,4,4,3,1,2,1,1,1,1,3,2,3,1,1,4,4,4,4,1,1,3,3,2,1,4,4,2,1,3,3,4,4,1,1,3,3,3,1,4,2,4,4,2,2,2,2,2,2,1,1,4,4,1,3,1,1,2,3,3,3,1,3,3,3,4,4,4,4,1,3,3,3,4,4,2,2,3,3,3,1,1,3,1,3
"488","M074464","M752","3C","AB073114RR014","RR",203,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074464_M752_3C",4,4,3,3,7,6,3,1,4,4,2,1,2,3,1,3,2,1,3,3,1,1,2,2,4,4,1,4,1,3,1,1,1,1,2,1,3,1,3,4,2,2,2,1,2,2,4,4,1,1,1,1,2,4,1,1,3,1,3,4,3,4,4,4,3,3,1,1,1,1,2,2,2,2,4,1,2,2,1,3,3,1,4,1,1,3,3,3,1,1,2,1,3,3,2,2,3,3,1,3,3,1,3,1,3,4,3,3,2,2,4,4,3,1,2,1,4,1,1,3,2,2,3,1,4,4,2,4,1,1,1,1,1,1,2,4,1,1,3,3,2,4,2,2,1,1,3,1,4,4,3,4,2,1,2,2,2,2,1,1,4,4,1,1,1,1,2,3,3,3,1,1,1,3,4,4,4,4,3,3,2,2,2,4,2,2,3,3,3,1,1,3,3,3
"489","M074465","M752","3D","AB073114RR015","RR",216,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074465_M752_3D",4,4,3,3,7,6,3,1,4,1,2,1,2,3,1,3,2,1,2,2,1,1,2,1,4,4,1,4,3,3,1,1,3,1,1,1,3,1,4,4,4,2,2,1,2,4,4,4,1,1,1,1,2,4,4,1,1,1,3,4,3,3,4,4,3,4,1,1,2,1,2,1,2,2,1,1,4,2,1,1,3,3,1,1,1,3,3,3,4,4,2,1,3,3,2,2,3,3,1,3,3,3,3,3,4,4,3,3,2,2,4,4,3,3,1,1,1,1,1,3,2,3,1,1,4,1,4,4,1,1,3,1,1,1,4,4,1,1,1,3,2,4,2,2,1,3,3,1,2,2,3,3,2,1,2,2,2,2,1,1,4,4,1,3,1,1,2,3,1,3,1,3,1,3,4,4,2,4,3,3,2,3,4,4,2,2,3,3,3,3,3,3,3,3
"490","M074466","M752","3E","AB073114RR016","RR",165,12,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074466_M752_3E",4,4,3,3,6,6,3,3,4,1,2,1,2,2,3,3,1,1,2,3,1,1,2,2,4,4,1,4,1,3,1,1,3,1,2,1,3,3,3,3,2,2,1,1,4,4,4,4,1,1,0,0,4,4,4,1,1,1,3,3,3,3,2,2,4,4,1,1,1,1,2,2,2,2,4,4,4,2,1,3,3,3,4,1,1,1,3,3,4,1,2,2,3,3,2,2,3,3,3,3,3,1,3,1,3,4,3,3,2,2,4,1,3,1,1,1,4,1,1,1,2,2,1,1,4,1,2,4,1,1,3,1,1,1,4,4,1,1,1,3,2,2,2,2,1,1,3,1,4,2,3,4,2,1,2,2,2,2,1,1,4,4,3,3,1,1,2,3,1,3,3,3,3,3,4,4,4,4,1,3,2,3,4,4,2,2,3,1,3,3,1,1,3,3
"491","M074467","M752","3F","AB073114RR017","RR",114,12,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074467_M752_3F",4,4,3,3,6,6,3,1,4,1,2,1,2,3,3,3,2,1,2,3,1,1,2,2,4,4,1,4,1,1,1,1,1,1,2,2,3,1,3,4,4,2,1,1,2,4,4,4,1,1,1,1,4,4,1,1,1,1,3,3,3,3,4,4,3,3,1,1,1,1,2,2,2,2,4,1,2,2,1,1,3,1,4,1,1,1,3,3,4,1,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,3,1,2,1,4,1,1,3,2,2,1,1,4,4,4,4,1,1,1,1,1,1,4,4,1,1,1,3,2,4,2,1,1,1,1,1,4,2,3,3,2,2,2,2,2,4,1,1,4,4,1,1,1,1,3,3,1,1,1,3,1,3,4,4,4,4,3,3,2,3,4,4,2,2,3,1,3,3,1,3,3,3
"492","M074468","M752","3G","AB073114RR018","RR",63,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074468_M752_3G",4,4,3,3,7,6,3,3,4,4,2,1,2,2,1,1,2,1,2,3,1,1,2,2,4,4,1,1,1,3,1,1,3,1,2,1,1,1,3,4,4,2,1,1,2,4,4,4,1,1,1,1,4,4,4,4,1,1,3,3,3,3,4,4,4,4,1,1,2,1,2,2,2,2,4,4,2,2,1,1,3,3,1,1,1,3,3,3,4,4,1,1,3,3,2,2,3,3,1,3,1,1,3,1,3,3,3,1,2,1,4,4,1,1,1,1,4,1,1,3,2,2,3,1,1,1,4,4,1,1,3,1,2,1,4,4,1,1,1,3,4,4,2,2,1,3,1,1,4,4,3,3,1,1,2,2,2,2,1,1,4,4,3,3,1,1,3,3,3,3,1,3,3,3,4,4,2,2,3,3,2,3,4,4,2,2,3,3,3,1,1,1,1,1
"493","M074469","M752","3H","AB073114RR019","RR",89,12,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074469_M752_3H",4,4,3,3,6,6,3,3,4,4,1,1,2,2,1,3,1,1,2,3,1,1,2,2,4,4,1,4,3,3,1,1,3,1,1,1,3,3,3,4,2,2,2,1,2,4,4,4,1,1,1,1,2,4,1,1,3,1,3,3,3,3,4,4,4,4,1,1,2,1,2,1,2,2,4,4,2,2,1,1,3,3,4,1,1,1,3,3,1,1,2,1,1,3,2,2,1,3,3,3,3,1,3,3,4,4,3,3,2,1,4,1,1,1,1,1,4,1,1,1,2,2,3,1,4,4,2,2,1,1,3,1,2,1,4,4,1,1,3,3,4,4,2,2,1,3,1,1,4,2,3,3,2,2,2,2,2,2,1,1,4,4,3,3,1,1,2,2,1,3,1,1,3,3,4,4,4,4,3,3,2,2,4,4,2,2,3,1,3,3,1,3,3,3
"494","M074470","M752","4A","AB073114RR020","RR",127,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074470_M752_4A",4,4,3,3,7,6,3,3,1,1,1,1,2,2,3,3,1,1,3,3,1,1,2,2,4,4,1,1,1,3,1,1,1,1,2,2,3,3,4,4,4,4,1,1,2,2,4,4,1,1,1,1,2,2,4,1,1,1,3,4,3,3,4,4,3,3,1,1,2,1,2,2,2,2,4,4,2,2,1,1,3,1,1,1,1,3,3,3,1,1,1,1,3,3,2,2,3,3,3,3,3,1,3,1,3,4,3,3,2,2,1,1,3,1,1,1,4,1,1,3,2,3,3,1,4,1,4,4,1,1,1,1,2,1,4,4,1,1,1,3,2,4,2,1,1,3,1,1,4,2,3,4,2,1,2,2,2,2,1,1,4,2,3,3,1,4,2,2,3,3,1,3,3,3,4,1,4,4,1,3,2,3,2,2,2,2,3,3,3,3,1,1,3,3
"495","M074471","M752","4B","AB073114RR021","RR",114,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074471_M752_4B",4,4,3,3,7,6,3,1,4,1,2,2,2,3,1,3,1,1,3,3,1,1,2,2,4,4,4,4,3,3,1,1,1,1,2,1,3,3,4,4,4,2,1,1,2,2,4,4,1,1,3,1,4,4,4,1,1,1,3,4,3,3,4,4,3,4,1,1,2,2,2,1,2,1,1,1,4,2,1,1,3,1,4,4,3,3,3,3,1,1,1,1,3,3,2,2,1,1,3,3,3,3,3,3,3,4,3,1,2,2,4,1,3,3,2,1,1,1,1,3,3,3,1,1,4,4,4,4,1,1,1,1,1,1,4,4,1,1,3,3,4,4,2,1,1,1,1,1,4,2,3,3,2,1,2,2,2,4,1,1,4,4,1,3,1,1,2,2,3,3,1,3,3,3,4,4,4,4,1,3,3,3,4,4,2,2,3,1,3,1,3,3,3,3
"496","M074472","M752","4C","AB073114RR022","RR",330,13,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074472_M752_4C",4,4,3,3,7,6,3,1,4,1,1,1,2,2,1,3,2,1,2,3,1,1,2,2,4,4,1,4,3,3,1,1,3,3,2,1,3,1,4,4,4,4,1,1,4,4,4,4,1,1,0,0,4,4,4,1,1,1,3,4,3,4,4,4,4,4,1,1,2,2,2,2,2,2,4,4,2,2,1,1,3,3,1,1,1,1,3,3,1,1,1,1,3,3,2,2,3,3,1,3,3,3,3,3,3,4,3,3,2,2,4,1,1,1,1,1,4,1,1,1,2,2,3,3,4,1,2,2,1,1,1,1,1,1,4,4,1,1,3,3,2,4,2,1,1,3,3,1,4,2,3,3,2,1,2,2,2,2,1,1,4,4,1,3,1,1,2,3,1,3,1,1,3,3,4,4,2,4,3,3,2,3,2,4,2,2,3,3,3,3,1,3,1,3
"497","M074473","M752","4D","AB073114RR023","RR",203,12,"7/31/14",NA,"EC","10/1/14","American River","Middle Fork American River","Rubicon River","Ellicott Bridge",NA,"Above Natural Historical Barrier","M074473_M752_4D",4,4,3,3,6,6,3,1,4,1,2,2,2,2,3,3,1,1,2,3,1,1,2,2,4,4,1,1,1,3,1,1,3,1,2,1,3,3,3,3,2,2,1,1,4,4,4,4,1,1,1,1,2,4,1,1,1,1,3,4,3,3,2,2,3,3,1,1,2,1,2,1,2,1,4,4,2,2,1,1,3,3,1,1,1,3,3,3,4,4,1,1,3,3,2,2,1,1,1,3,3,1,1,1,3,4,3,1,2,2,4,1,3,3,1,1,4,4,1,1,2,2,3,1,4,4,4,4,1,1,3,1,1,1,2,4,1,1,1,3,2,4,2,2,1,3,3,1,4,2,3,3,2,1,2,2,2,4,1,1,4,4,1,3,1,1,2,2,1,3,1,3,1,3,4,4,2,4,3,3,2,2,4,4,2,2,3,3,1,1,3,3,3,3
